cd_cliente,cd_municipio,ds_endereco,nr_endereco,bairro
386,1713205,RODOVIA DE DA CRUZ,1191,NOSSA SENHORA DE FÁTIMA
387,1713304,NÚCLEO ESTHER DA CONCEIÇÃO,156,MADRE GERTRUDES
388,1713601,ÁREA RODRIGUES,4862,CDI JATOBA
389,1713700,RECANTO DE MOREIRA,1260,NOSSA SENHORA DO ROSÁRIO
390,1713809,LARGO CAMILA PEREIRA,638,OLARIA
391,1713957,VIA JOÃO PEDRO NASCIMENTO,4401,SÃO MARCOS
392,1714203,LADEIRA ANDRÉ NOVAES,3364,LAGOINHA
393,1714302,QUADRA LAVÍNIA GOMES,164,BIQUINHAS
394,1714880,RESIDENCIAL KAMILLY RAMOS,4972,ÁLVARO CAMARGOS
395,1715002,PRAIA AZEVEDO,37,VILA MADRE GERTRUDES 4ª SEÇÃO
396,1715101,FAVELA MONTEIRO,4070,VILA INDEPENDENCIA 1ª SEÇÃO
397,1715150,TREVO NICOLAS COSTA,3388,TUPI B
398,1715259,CONJUNTO CARLOS EDUARDO CORREIA,2967,SANTA LÚCIA
399,1715507,CONDOMÍNIO DE PINTO,3433,DONA CLARA
400,1715705,QUADRA DE NOVAES,2944,VILA NOVA
401,1715754,VIADUTO DIAS,193,BALEIA
402,1716109,FAVELA SOPHIA DAS NEVES,2740,VILA MARIA
403,1716208,TRECHO RIBEIRO,2151,JARDIM AMÉRICA
404,1716307,VEREDA THIAGO CAVALCANTI,389,SÃO VICENTE
405,1716505,MORRO MARIA JULIA RODRIGUES,3837,ERNESTO NASCIMENTO
406,1716604,LARGO GOMES,1689,VILA OESTE
407,1716653,PARQUE CAVALCANTI,292,EUROPA
408,1716703,AVENIDA MAYSA PEIXOTO,4959,JAQUELINE
409,1717008,TRAVESSA DE JESUS,4001,SANTA RITA
410,1717206,CHÁCARA DA LUZ,188,VILA COPACABANA
411,1717503,RODOVIA LEVI CALDEIRA,2499,SPORT CLUB
412,1717800,RUA DA PAZ,185,MONTE SÃO JOSÉ
413,1717909,VALE SILVEIRA,1625,VILA SUMARÉ
414,1718006,RUA RODRIGUES,3327,NAZARE
415,1718204,NÚCLEO VALENTINA PINTO,1059,SPORT CLUB
416,1718303,ÁREA YASMIN CASTRO,4727,SANTA LÚCIA
417,1718402,TREVO DE ALVES,372,SANTA INÊS
418,1718451,VILA MARIANA DA ROSA,4118,CARDOSO
419,1718501,JARDIM GABRIELLY COSTA,3192,GRANJA DE FREITAS
420,1718550,RESIDENCIAL EDUARDA FOGAÇA,4895,PANTANAL
421,1718659,AVENIDA DE LOPES,2093,SÃO BERNARDO
422,1718709,PRAIA DE REZENDE,31,PONGELUPE
423,1718758,LAGO MARIANE PEIXOTO,4904,VILA JARDIM SÃO JOSÉ
424,1718808,RUA CALDEIRA,873,VILA MADRE GERTRUDES 2ª SEÇÃO
425,1718840,TREVO DE VIANA,498,VIRGÍNIA
426,1718865,CONDOMÍNIO RAMOS,4039,CORUMBIARA
427,1718881,LAGOA DE GOMES,4513,JARAGUÁ
428,1718899,NÚCLEO FREITAS,1986,NOVA SUÍÇA
429,1718907,CAMPO DE TEIXEIRA,5000,GUTIERREZ
430,1719004,CHÁCARA PEREIRA,4081,PEDREIRA PADRO LOPES
431,1720002,VIELA ISABELLY BARBOSA,2014,BERNADETE
432,1720101,AEROPORTO RODRIGO DA PAZ,4748,TIRADENTES
433,1720150,QUADRA FREITAS,138,SÃO DAMIÃO
434,1720200,DISTRITO FRANCISCO ARAÚJO,2231,ALTO VERA CRUZ
435,1720259,VILA ANTHONY MORAES,667,SANTA RITA DE CÁSSIA
436,1720309,LOTEAMENTO TEIXEIRA,4739,CAMPO ALEGRE
437,1720499,AEROPORTO LARISSA OLIVEIRA,4878,CALAFATE
438,1720655,RESIDENCIAL DE BARROS,287,INDEPENDÊNCIA
439,1720804,LARGO DE NASCIMENTO,4514,NOSSA SENHORA DO ROSÁRIO
440,1720853,JARDIM DE REZENDE,1446,SÃO BENEDITO
441,1720903,LAGOA LUCAS GABRIEL FOGAÇA,651,JOÃO ALFREDO
442,1720937,LARGO SILVEIRA,2687,OURO PRETO
443,1720978,PARQUE VITOR HUGO FERREIRA,1631,OESTE
444,1721000,FAZENDA DE COSTELA,4048,VILA NOVA CACHOEIRINHA 1ª SEÇÃO
445,1721109,TRECHO DE SALES,1769,VILA TRINTA E UM DE MARÇO
446,1721208,VEREDA RODRIGUES,3586,MARIA VIRGÍNIA
447,1721257,LAGOA THALES DA PAZ,1914,UNIVERSITÁRIO
448,1721307,LAGO FERREIRA,1997,VILA ECOLÓGICA
449,1722081,DISTRITO MOREIRA,3990,DISTRITO INDUSTRIAL DO JATOBA
450,1722107,VIELA DE FOGAÇA,2329,BIQUINHAS
451,2100055,PRAÇA DE DA CRUZ,552,MANGUEIRAS
452,2100105,ÁREA ANA LÍVIA LIMA,4483,GUTIERREZ
453,2100154,RECANTO DE PIRES,4243,NAZARE
454,2100204,DISTRITO DE DA ROSA,3593,CONJUNTO BONSUCESSO
455,2100303,RODOVIA DE DA CONCEIÇÃO,1739,SÃO GERALDO
456,2100402,RUA CAVALCANTI,2438,MINEIRÃO
457,2100436,FAZENDA DA MATA,833,BETÂNIA
458,2100477,CONDOMÍNIO DE NOGUEIRA,3777,VILA SANTO ANTÔNIO BARROQUINHA
459,2100501,ÁREA DE BARBOSA,3929,CONJUNTO LAGOA
460,2100550,NÚCLEO DE TEIXEIRA,3832,VARZEA DA PALMA
461,2100600,PASSARELA HELENA GONÇALVES,1739,VILA MADRE GERTRUDES 1ª SEÇÃO
462,2100709,SÍTIO MOREIRA,4138,VILA OESTE
463,2100808,CHÁCARA DE FERNANDES,3778,VILA SÃO JOÃO BATISTA
464,2100832,CAMPO PEDRO MOURA,3660,TUPI A
465,2100873,RECANTO DE CORREIA,1925,PLANALTO
466,2100907,LAGO DE DA ROCHA,952,BOA ESPERANÇA
467,2100956,SÍTIO DE NUNES,4506,CARMO
468,2101004,ESTAÇÃO ALEXANDRE MORAES,3458,VILA PARIS
469,2101103,JARDIM CAVALCANTI,4429,NOVO OURO PRETO
470,2101202,LARGO THALES MOURA,1684,DOM SILVERIO
471,2101251,FAZENDA CARDOSO,3950,SANTA MONICA
472,2101301,CAMPO DE SILVA,4835,SANTO ANDRÉ
473,2101350,FAVELA MILENA CALDEIRA,4411,NOSSA SENHORA DE FÁTIMA
474,2101400,LADEIRA AGATHA PEREIRA,103,SENHOR DOS PASSOS
475,2101509,AEROPORTO VIANA,533,NOVO TUPI
476,2101608,CAMPO SOPHIE MONTEIRO,4613,ESPERANÇA
477,2101707,VALE NICOLE SALES,1245,GROTA
478,2101731,TREVO BARBOSA,1774,VILA CLORIS
479,2101772,TRAVESSA RAFAEL DA ROCHA,1614,SANTA MONICA
480,2101806,LAGO DE PORTO,3404,CANADÁ
481,2101905,MORRO DE CORREIA,4592,BOA VISTA
482,2101939,FAZENDA DE DA CUNHA,817,VILA OLHOS D'ÁGUA
483,2101970,AVENIDA DE PINTO,5,VILA SANTA MONICA 1ª SEÇÃO
484,2102002,RECANTO MORAES,3270,PROVIDENCIA
485,2102036,VIELA DE JESUS,4159,VILA INDEPENDENCIA 1ª SEÇÃO
486,2102077,CONJUNTO NASCIMENTO,4307,VILA SANTA MONICA 1ª SEÇÃO
487,2102101,FAVELA NOGUEIRA,3321,CALIFÓRNIA
488,2102150,NÚCLEO CARDOSO,1257,NOSSA SENHORA DA APARECIDA
489,2102200,PRAIA MOURA,2560,BARÃO HOMEM DE MELO 3ª SEÇÃO
490,2102309,PARQUE SILVEIRA,1355,VITORIA
491,2102325,VALE DE LOPES,2718,CUSTODINHA
492,2102358,FAZENDA ALÍCIA PEIXOTO,3815,PRIMEIRO DE MAIO
493,2102374,SÍTIO ERICK CAMPOS,4522,BOA UNIÃO 1ª SEÇÃO
494,2102408,SETOR DE DA MOTA,3567,SION
495,2102507,ESTAÇÃO DE RODRIGUES,942,VILA COPACABANA
496,2102556,CONDOMÍNIO TEIXEIRA,4828,CDI JATOBA
497,2102606,VIADUTO MARINA DA MATA,1463,MONTE SÃO JOSÉ
498,2102705,PRAIA MARCELO BARROS,2004,VILA DA ÁRIA
499,2102754,ÁREA MARIA CLARA VIEIRA,4999,VILA NOVA CACHOEIRINHA 3ª SEÇÃO
500,2102804,VILA SANTOS,3358,ITAIPU
501,2102903,CAMPO LETÍCIA CARDOSO,713,BOA VIAGEM
502,2103000,LADEIRA DE JESUS,636,COPACABANA
503,2103109,MORRO ALICE AZEVEDO,2546,VILA SÃO RAFAEL
504,2103125,FAVELA FELIPE TEIXEIRA,1623,NOSSA SENHORA DE FÁTIMA
505,2103158,VILA CARLOS EDUARDO NASCIMENTO,1471,CASA BRANCA
506,2103174,TREVO NOGUEIRA,3184,GUARANI
507,2103208,RESIDENCIAL DE SANTOS,3979,XANGRI-LÁ
508,2103257,LAGOA CASTRO,3558,BACURAU
509,2103307,LADEIRA ENZO PORTO,4992,MARAVILHA
510,2103406,AVENIDA ANA VITÓRIA ARAGÃO,633,ENGENHO NOGUEIRA
511,2103505,ESTRADA LEONARDO DA COSTA,4893,VILA DA PAZ
512,2103554,NÚCLEO DAS NEVES,4101,VILA SÃO RAFAEL
513,2103604,PRAIA DE DA ROCHA,3334,CENTRO
514,2103703,PRAÇA DE REZENDE,1538,SANTA LÚCIA
515,2103752,RUA ARAÚJO,2743,NOVO TUPI
516,2103802,AEROPORTO CARDOSO,892,CASTANHEIRA
517,2103901,PASSARELA DE CASTRO,2214,PADRE EUSTÁQUIO
518,2104008,LOTEAMENTO MARIA FERNANDA MONTEIRO,81,OLARIA
519,2104057,VEREDA DE TEIXEIRA,1717,JARDIM VITORIA
520,2104073,VIA DE AZEVEDO,4267,JARDIM DOS COMERCIARIOS
521,2104081,VILA OLIVEIRA,3508,VILA DA PAZ
522,2104099,CHÁCARA NASCIMENTO,465,APARECIDA 7ª SEÇÃO
523,2104107,VALE SABRINA COSTA,4372,ANCHIETA
524,2104206,COLÔNIA CALDEIRA,1271,ALTA TENSÃO 2ª SEÇÃO
525,2104305,PASSARELA RIBEIRO,307,JARDIM MONTANHÊS
526,2104404,FAVELA RODRIGUES,238,SERRA
527,2104503,CAMPO DE DA CRUZ,2850,VERA CRUZ
528,2104552,RESIDENCIAL BÁRBARA ARAÚJO,3431,SAUDADE
529,2104602,NÚCLEO NUNES,4879,VILA NOVA CACHOEIRINHA 1ª SEÇÃO
530,2104628,PARQUE PEIXOTO,2416,AMBROSINA
531,2104651,CAMPO DA ROCHA,617,VILA SANTA MONICA 1ª SEÇÃO
532,2104677,ESTAÇÃO ANA JULIA MELO,33,NOVO OURO PRETO
533,2104701,JARDIM DE NOVAES,2147,PIRATININGA
534,2104800,VIA DA ROCHA,4973,DIAMANTE
535,2104909,ÁREA JOÃO SALES,2568,CARMO
536,2105005,LARGO PEDRO LUCAS MOURA,4241,TRES MARIAS
537,2105104,ESTAÇÃO DA LUZ,473,SANTA SOFIA
538,2105153,LARGO ALMEIDA,2054,BOA VIAGEM
539,2105203,ESTAÇÃO DE COSTELA,2484,CACHOEIRINHA
540,2105302,RESIDENCIAL LUIZ OTÁVIO DA CRUZ,1593,DONA CLARA
541,2105351,JARDIM DE VIEIRA,3181,VILA DO POMBAL
542,2105401,SETOR DE RAMOS,2612,SAVASSI
543,2105427,VIELA DE ARAÚJO,2318,BELVEDERE
544,2105450,PÁTIO MARCELA FOGAÇA,4493,CÉU AZUL
545,2105476,VEREDA DE OLIVEIRA,2453,PLANALTO
546,2105500,FEIRA FARIAS,2935,SÃO JORGE 1ª SEÇÃO
547,2105609,FAZENDA DE PORTO,633,ACABA MUNDO
548,2105658,NÚCLEO SALES,3940,VILA PIRATININGA
549,2105708,ÁREA DE ARAGÃO,1914,VILA DA LUZ
550,2105807,JARDIM CORREIA,2157,VILA PRIMEIRO DE MAIO
551,2105906,AEROPORTO DE RIBEIRO,4524,PILAR
552,2105922,FEIRA SOUZA,2740,UNIDAS
553,2105948,SETOR REBECA MOREIRA,723,SÃO LUIZ
554,2105963,TREVO DE SANTOS,2306,MIRAMAR
555,2105989,AVENIDA SALES,462,VILA SUZANA SEGUNDA SEÇÃO
556,2106003,FAVELA HELOÍSA SOUZA,2638,SANTA MONICA
557,2106102,FAVELA SOPHIA PEREIRA,3232,CAMPO ALEGRE
558,2106201,LAGO DA MATA,3454,OURO PRETO
559,2106300,TRECHO ROCHA,3506,SÃO VICENTE
560,2106326,AVENIDA DE FREITAS,1052,LAGOA
561,2106359,SÍTIO GABRIEL CARDOSO,4403,ALTO DOS PINHEIROS
562,2106375,PASSARELA VIANA,2421,CAPITÃO EDUARDO
563,2106409,SETOR DE SALES,760,JATOBÁ
564,2106508,SETOR LIMA,2360,SANTA MARGARIDA
565,2106607,PRAÇA ARAGÃO,2173,ERMELINDA
566,2106631,PRAÇA ENZO GABRIEL LOPES,1894,VILA JARDIM LEBLON
567,2106672,CONDOMÍNIO VINICIUS ALMEIDA,3520,LORENA
568,2106706,COLÔNIA DE CUNHA,3832,DOM BOSCO
569,2106755,ALAMEDA LUCAS DA ROCHA,3649,LAJEDO
570,2106805,SÍTIO EMANUELLA VIEIRA,3081,VILA PUC
571,2106904,LAGOA LARISSA FERREIRA,3679,VILA PARAÍSO
572,2107001,VEREDA LUNA MELO,3677,VILA ECOLÓGICA
573,2107100,CHÁCARA VALENTINA DUARTE,235,VILA NOVO SÃO LUCAS
574,2107209,RODOVIA ARAGÃO,2919,MONTE AZUL
575,2107258,VIELA MARTINS,957,VILA MALOCA
576,2107308,SÍTIO DE REZENDE,83,OURO MINAS
577,2107357,ESTRADA NOGUEIRA,2612,JOÃO PAULO II
578,2107407,VILA BRUNA MORAES,3009,VILA AEROPORTO
579,2107456,SÍTIO RIBEIRO,3407,SANTA ISABEL
580,2107506,ESTRADA LETÍCIA MOREIRA,913,ACABA MUNDO
581,2107605,CONDOMÍNIO MONTEIRO,4724,VILA NOVA GAMELEIRA 1ª SEÇÃO
582,2107704,RODOVIA SILVA,819,SÃO GONÇALO
583,2107803,CHÁCARA MARIA SOPHIA PIRES,1502,CONCÓRDIA
584,2107902,AVENIDA DE RIBEIRO,666,APOLONIA
585,2108009,DISTRITO DAVI LUCCA CARDOSO,3825,VILA ENGENHO NOGUEIRA
586,2108058,ÁREA CAIO LOPES,4359,APARECIDA
587,2108108,TREVO CAMPOS,2788,VILA ANTENA MONTANHÊS
588,2108207,ALAMEDA DE MONTEIRO,292,BIQUINHAS
589,2108256,VALE DE GOMES,3748,ERMELINDA
590,2108306,AVENIDA VIEIRA,4197,CONJUNTO PAULO VI
591,2108405,CONJUNTO DE PIRES,3154,MANGABEIRAS
592,2108454,RODOVIA LUANA VIANA,2995,CABANA DO PAI TOMÁS
593,2108504,ALAMEDA RAMOS,4076,MINAS CAIXA
594,2108603,PARQUE GONÇALVES,424,VILA CANTO DO SABIÁ
595,2108702,TREVO JOÃO GUILHERME FOGAÇA,2401,ITATIAIA
596,2108801,PRAIA JOÃO DA CONCEIÇÃO,3584,MINAS BRASIL
597,2108900,VILA DE CAMPOS,1074,NOSSA SENHORA DA CONCEIÇÃO
598,2109007,AVENIDA DE TEIXEIRA,2890,ANCHIETA
599,2109056,RESIDENCIAL MOURA,3876,LAJEDO
600,2109106,TRECHO DIAS,4299,SOLIMOES
601,2109205,FEIRA AZEVEDO,3752,VILA OURO MINAS
602,2109239,VILA DE RAMOS,4555,SOLIMOES
603,2109270,AVENIDA DA CRUZ,971,MALA E CUIA
604,2109304,RESIDENCIAL DE CORREIA,3342,CORUMBIARA
605,2109403,VIELA AZEVEDO,320,VILA ENGENHO NOGUEIRA
606,2109452,CAMPO THIAGO MOURA,1737,VILA NOVA DOS MILIONARIOS
607,2109502,ESTAÇÃO DA LUZ,559,LAGOINHA
608,2109551,VILA GONÇALVES,776,POUSADA SANTO ANTONIO
609,2109601,PASSARELA ALVES,712,VILA PARIS
610,2109700,VIA VITOR NOVAES,4358,CONCÓRDIA
611,2109759,SÍTIO DA PAZ,4752,MARAJÓ
612,2109809,LAGO THALES GONÇALVES,3568,DIAMANTE
613,2109908,LAGOA DE SILVEIRA,169,AGUAS CLARAS
614,2110005,COLÔNIA PEREIRA,44,CUSTODINHA
615,2110039,JARDIM CAVALCANTI,1360,ESTORIL
616,2110104,RESIDENCIAL CARVALHO,893,ALTA TENSÃO 1ª SEÇÃO
617,2110203,FAVELA DE PINTO,1626,BERNADETE
618,2110237,FEIRA PIRES,4833,LETICIA
619,2110278,CONDOMÍNIO NICOLAS BARROS,4943,SÃO VICENTE
620,2110302,LARGO REZENDE,3648,SERRANO
621,2110401,VALE DE DA MOTA,1833,EYMARD
622,2110500,NÚCLEO DE CASTRO,2663,JARDIM AMÉRICA
623,2110609,VEREDA DE PIRES,347,CDI JATOBA
624,2110658,COLÔNIA DE DA MOTA,4593,SANTA MARIA
625,2110708,PRAIA FRANCISCO SALES,3914,XANGRI-LÁ
626,2110807,AVENIDA DAS NEVES,1685,JARDIM ALVORADA
627,2110856,AEROPORTO DA ROCHA,4376,ITAIPU
628,2110906,DISTRITO PEREIRA,1619,PARQUE SÃO PEDRO
629,2111003,LADEIRA DE MELO,2316,ÁLVARO CAMARGOS
630,2111029,VIELA GONÇALVES,4923,AARÃO REIS
631,2111052,SÍTIO MIRELLA DUARTE,249,SAVASSI
632,2111078,PÁTIO ELISA RAMOS,3643,CARLOS PRATES
633,2111102,PRAIA PINTO,2834,SÃO JOÃO
634,2111201,LADEIRA MARCELA COSTELA,1283,NOVO TUPI
635,2111250,ESTRADA BARROS,4541,PENHA
636,2111300,CHÁCARA PEDRO LUCAS COSTA,4883,VARZEA DA PALMA
637,2111409,LADEIRA SABRINA BARROS,1425,ERMELINDA
638,2111508,RUA MONTEIRO,1159,ITAIPU
639,2111532,SÍTIO MARIA SOPHIA SILVA,4222,VILA MINASLANDIA
640,2111573,LOTEAMENTO DE CARDOSO,731,VILA DAS OLIVEIRAS
641,2111607,RECANTO NICOLAS OLIVEIRA,2054,JARDIM LEBLON
642,2111631,SETOR DAVI LUIZ VIANA,3824,ITAIPU
643,2111672,CONJUNTO DE PINTO,2271,DELTA
644,2111706,AVENIDA DA ROSA,13,CONJUNTO PAULO VI
645,2111722,FAZENDA DE CALDEIRA,2488,MONSENHOR MESSIAS
646,2111748,NÚCLEO ALVES,285,VILA DA LUZ
647,2111763,AVENIDA DE ALMEIDA,4831,CARDOSO
648,2111789,AVENIDA OTÁVIO RIBEIRO,4481,CÉU AZUL
649,2111805,RODOVIA ARTHUR CARVALHO,1207,CAMPONESA 1ª SEÇÃO
650,2111904,ESPLANADA PIRES,3551,CONJUNTO PROVIDENCIA
651,2111953,ESTAÇÃO DUARTE,3598,SÃO LUIZ
652,2112001,LARGO DA PAZ,3998,PENHA
653,2112100,ÁREA CASTRO,601,BOA VIAGEM
654,2112209,VIELA LUIZ HENRIQUE MORAES,1687,NOVO OURO PRETO
655,2112233,ESTAÇÃO DE CAVALCANTI,4368,AEROPORTO
656,2112274,PRAÇA JOANA SILVA,4971,LORENA
657,2112308,CONDOMÍNIO TEIXEIRA,574,SÃO GONÇALO
658,2112407,RESIDENCIAL DA MATA,1789,GROTINHA
659,2112456,FAVELA DA MATA,881,ALTO CAIÇARAS
660,2112506,FAVELA ARTHUR PEIXOTO,1954,VILA INDEPENDENCIA 1ª SEÇÃO
661,2112605,PRAIA DE DA ROSA,3577,SAVASSI
662,2112704,CONDOMÍNIO YASMIN FERNANDES,1951,TUPI A
663,2112803,ESTAÇÃO RIBEIRO,3991,VILA SUZANA PRIMEIRA SEÇÃO
664,2112852,VALE ISADORA RAMOS,1930,CAMPONESA 2ª SEÇÃO
665,2112902,COLÔNIA DE MENDES,4415,VILA PAQUETÁ
666,2113009,PARQUE RIBEIRO,4956,VILA SÃO RAFAEL
667,2114007,LOTEAMENTO DE VIANA,4997,ZILAH SPOSITO
668,2200053,FEIRA DE MORAES,4229,NOVA GRANADA
669,2200103,ALAMEDA LIMA,443,VILA SÃO GABRIEL JACUI
670,2200202,FAVELA DE DA CONCEIÇÃO,3882,SÃO FRANCISCO
671,2200251,COLÔNIA ELOAH FREITAS,1213,VILA ANTENA MONTANHÊS
672,2200277,RESIDENCIAL EDUARDO CALDEIRA,4140,PARAÍSO
673,2200301,AVENIDA CAVALCANTI,2161,JARDIM ALVORADA
674,2200400,VALE GUILHERME CASTRO,4014,SÃO TOMAZ
675,2200459,PASSARELA DE GONÇALVES,2169,SÃO VICENTE
676,2200509,NÚCLEO RODRIGUES,1943,CONJUNTO TAQUARIL
677,2200608,FEIRA NASCIMENTO,1546,CONCÓRDIA
678,2200707,CONDOMÍNIO DE ALMEIDA,2312,CINQUENTENÁRIO
679,2200806,COLÔNIA DE CARVALHO,3608,JARDIM GUANABARA
680,2200905,SETOR CASTRO,4166,VILA CANTO DO SABIÁ
681,2200954,RECANTO DE PINTO,1410,VILA NOVO SÃO LUCAS
682,2201002,LOTEAMENTO DE NUNES,2200,BURACO QUENTE
683,2201051,TRAVESSA DE MOREIRA,4368,ESTORIL
684,2201101,SETOR ANA SOPHIA MELO,1497,DONA CLARA
685,2201150,TRAVESSA DAVI LUCCA RIBEIRO,3847,VILA OURO MINAS
686,2201176,FAVELA LETÍCIA FERNANDES,2613,SÃO PEDRO
687,2201200,LARGO DE DA ROCHA,856,ANCHIETA
688,2201309,AVENIDA ALMEIDA,2707,MADRE GERTRUDES
689,2201408,MORRO DE VIANA,128,CONJUNTO CALIFÓRNIA II
690,2201507,TRAVESSA DE ROCHA,3464,BIQUINHAS
691,2201556,PÁTIO DE DA LUZ,3401,PARQUE SÃO PEDRO
692,2201572,CAMPO DE PORTO,1619,CARDOSO
693,2201606,ESTRADA STELLA REZENDE,3434,CONCÓRDIA
694,2201705,QUADRA ROCHA,4492,JARDIM ALVORADA
695,2201739,CONJUNTO DE FREITAS,2379,EMBAÚBAS
696,2201770,RESIDENCIAL EMILLY PEREIRA,1738,INCONFIDÊNCIA
697,2201804,RECANTO LUIZ FELIPE DA LUZ,4573,NOVA ESPERANÇA
698,2201903,SETOR DE LIMA,3385,NOSSA SENHORA DE FÁTIMA
699,2201919,AEROPORTO BRYAN PEIXOTO,2149,HAVAÍ
700,2201929,AVENIDA ISAAC FERREIRA,3083,TUPI B
701,2201945,RECANTO ARAÚJO,2840,VILA JARDIM MONTANHES
702,2201960,VALE DE FARIAS,3056,CÉU AZUL
703,2201988,PRAIA GONÇALVES,2804,TÚNEL DE IBIRITÉ
704,2202000,ESTAÇÃO HELOÍSA COSTA,3932,VILA SÃO GABRIEL JACUI
705,2202026,SÍTIO OLIVIA CAMPOS,1815,JARDINÓPOLIS
706,2202059,VEREDA CAROLINA TEIXEIRA,818,MARIA GORETTI
707,2202075,VIADUTO MILENA OLIVEIRA,2590,POUSADA SANTO ANTONIO
708,2202083,ESTRADA COSTA,154,SANTA ISABEL
709,2202091,MORRO NUNES,2842,JOÃO PAULO II
710,2202109,PRAÇA DE DA MOTA,1724,CONJUNTO JATOBA
711,2202117,FAVELA PINTO,3695,PINDORAMA
712,2202133,TRECHO DE DA LUZ,2301,GUARANI
713,2202174,AVENIDA DE DA PAZ,765,SÃO LUIZ
714,2202208,LADEIRA MARIA ALICE MENDES,2987,FLAVIO MARQUES LISBOA
715,2202251,RUA FERNANDES,4475,TIRADENTES
716,2202307,VIELA DE CAVALCANTI,2576,BERNADETE
717,2202406,RESIDENCIAL CASTRO,2408,VILA DOS ANJOS
718,2202455,VALE DE DA LUZ,2413,VILA ANTENA MONTANHÊS
719,2202505,RECANTO DE VIANA,1944,MINEIRÃO
720,2202539,FAZENDA ARAGÃO,3866,BELMONTE
721,2202554,RESIDENCIAL FERREIRA,389,VILA SÃO PAULO
722,2202604,ALAMEDA REZENDE,1419,PONGELUPE
723,2202653,LAGOA DE FARIAS,4704,NOSSA SENHORA DO ROSÁRIO
724,2202703,RUA DE MARTINS,4879,JAQUELINE
725,2202711,CAMPO DE RODRIGUES,2956,FLORESTA
726,2202729,CONJUNTO DE BARBOSA,3945,RIBEIRO DE ABREU
727,2202737,VIELA DE MONTEIRO,3208,CORUMBIARA
728,2202752,VALE DE NOGUEIRA,4019,SANTANA DO CAFEZAL
729,2202778,TRAVESSA LUIZ FERNANDO RIBEIRO,1336,CONJUNTO FLORAMAR
730,2202802,FEIRA MATHEUS MARTINS,3520,SÃO TOMAZ
731,2202851,RODOVIA NOAH DA LUZ,2698,BOA UNIÃO 2ª SEÇÃO
732,2202901,LADEIRA DE ARAGÃO,212,CAMPO ALEGRE
733,2203008,VILA DE MELO,43,GLÓRIA
734,2203107,PÁTIO CALDEIRA,2226,MONTE SÃO JOSÉ
735,2203206,VEREDA DE CALDEIRA,2358,BOA UNIÃO 1ª SEÇÃO
736,2203230,LARGO DE NOVAES,2356,GAMELEIRA
737,2203255,PRAÇA LIMA,3486,CAMPONESA 1ª SEÇÃO
738,2203271,VIA SOUZA,702,BURACO QUENTE
739,2203305,PARQUE DANIEL MOURA,1914,VILA REAL 1ª SEÇÃO
740,2203354,COLÔNIA DE MONTEIRO,3229,UNIDAS
741,2203404,ESPLANADA CAVALCANTI,2640,MARIETA 2ª SEÇÃO
742,2203420,VIADUTO REZENDE,1195,PIRATININGA
743,2203453,LADEIRA NOGUEIRA,1426,CAMPO ALEGRE
744,2203503,NÚCLEO MARIA CECÍLIA FERREIRA,1689,NOVO AARÃO REIS
745,2203602,TRECHO DE ALMEIDA,3506,CÉU AZUL
746,2203701,NÚCLEO DA CRUZ,757,CONJUNTO PROVIDENCIA
747,2203750,AVENIDA DAS NEVES,1444,JARDIM LEBLON
748,2203800,SÍTIO FREITAS,4207,MONSENHOR MESSIAS
749,2203859,VILA DE NOVAES,3431,GRAÇA
750,2203909,RECANTO GONÇALVES,4944,NOVA SUÍÇA
751,2204006,CHÁCARA DE MONTEIRO,4829,JARDIM GUANABARA
752,2204105,CAMPO DE MOREIRA,1299,INDEPENDÊNCIA
753,2204154,RESIDENCIAL CARVALHO,3719,GRANJA WERNECK
754,2204204,PARQUE DA CRUZ,3154,MINAS BRASIL
755,2204303,SETOR DE DA ROCHA,1798,SÃO SALVADOR
756,2204352,PARQUE DE LIMA,1728,VILA SÃO GERALDO
757,2204402,PÁTIO DE DA CRUZ,181,HORTO
758,2204501,TRECHO BARBOSA,1951,JOÃO ALFREDO
759,2204550,FAVELA BARROS,1121,GARÇAS
760,2204600,COLÔNIA ANTÔNIO COSTA,3561,ETELVINA CARNEIRO
761,2204659,NÚCLEO HELOÍSA NOGUEIRA,1089,CRUZEIRO
762,2204709,TREVO DE GONÇALVES,793,CONJUNTO CALIFÓRNIA II
763,2204808,LAGOA DE NOGUEIRA,4157,CONJUNTO JARDIM FILADÉLFIA
764,2204907,VIA PIRES,2803,VILA NOVA DOS MILIONARIOS
765,2205003,DISTRITO HEITOR CORREIA,1968,CONJUNTO LAGOA
766,2205102,CHÁCARA OLIVEIRA,4969,NOVO OURO PRETO
767,2205151,MORRO EMILLY FERREIRA,499,JARDINÓPOLIS
768,2205201,NÚCLEO DA ROCHA,1921,RIO BRANCO
769,2205250,FAZENDA DA COSTA,4039,VILA BANDEIRANTES
770,2205276,RECANTO MONTEIRO,2732,SÃO JOÃO
771,2205300,FAZENDA RAFAEL COSTA,4723,MILIONARIO
772,2205359,VALE DE COSTELA,3132,VALE DO JATOBA
773,2205409,AEROPORTO GOMES,2922,VILA SANTO ANTÔNIO BARROQUINHA
774,2205458,LAGOA MARIA VITÓRIA FREITAS,4610,MONSENHOR MESSIAS
775,2205508,PARQUE AZEVEDO,2100,SATELITE
776,2205516,PARQUE DE GOMES,3234,PADRE EUSTÁQUIO
777,2205524,RODOVIA DA CONCEIÇÃO,3934,SERRANO
