cd_sinistro,placa,dt_sinistro,local_sinistro,condutor
386,"IHZ7696   ",2024-04-13 00:00:00.000,4216255,ENZO
387,"LVH7911   ",2023-03-20 00:00:00.000,2510402,VICENTE
388,"KUS0761   ",2023-12-13 00:00:00.000,3555307,SOPHIE
389,"HMO6959   ",2026-12-25 00:00:00.000,1302504,CLARICE
390,"EIV6117   ",2025-07-12 00:00:00.000,3143906,IAN
391,"RXX3733   ",2024-10-06 00:00:00.000,2102200,MANUELA
392,"VQI3774   ",2025-12-23 00:00:00.000,1720978,ANA
393,"AOH6778   ",2025-09-24 00:00:00.000,2306504,RODRIGO
394,"WWH9253   ",2026-06-08 00:00:00.000,2208403,ARTHUR
395,"NWP8675   ",2025-01-07 00:00:00.000,3137007,ANDRÉ
396,"RKZ6037   ",2023-11-14 00:00:00.000,4113700,ELOAH
397,"LBE5782   ",2023-04-17 00:00:00.000,2615904,ESTHER
398,"UMR2064   ",2024-10-25 00:00:00.000,4216909,CLARA
399,"QKG6343   ",2023-10-18 00:00:00.000,5200852,EMANUEL
400,"WYH4367   ",2026-02-11 00:00:00.000,3162922,FRANCISCO
401,"BIN4471   ",2024-03-15 00:00:00.000,3552809,ALICE
402,"KWD1005   ",2024-06-27 00:00:00.000,2805901,ISAAC
403,"SAV5314   ",2025-02-13 00:00:00.000,3169901,MARIA
404,"IGD5530   ",2024-01-29 00:00:00.000,3133105,LUIZ
405,"PRX9073   ",2024-04-30 00:00:00.000,3556453,HELENA
406,"OJP1785   ",2025-06-01 00:00:00.000,2102002,LETÍCIA
407,"NJL0283   ",2024-02-07 00:00:00.000,2102507,HELENA
408,"CUO8898   ",2024-11-22 00:00:00.000,3535200,KAIQUE
409,"UEP7873   ",2026-02-17 00:00:00.000,4205407,FRANCISCO
410,"CYV9533   ",2024-02-01 00:00:00.000,2110856,GUSTAVO
411,"BWC4853   ",2025-08-08 00:00:00.000,1720903,ANA
412,"GNS5129   ",2023-06-03 00:00:00.000,4215406,GUSTAVO
413,"WWW5840   ",2025-11-06 00:00:00.000,3108008,ELISA
414,"PCO1700   ",2025-07-19 00:00:00.000,3503604,BRENO
415,"FWC1101   ",2024-01-05 00:00:00.000,4304358,ANA
416,"RPX6611   ",2026-07-24 00:00:00.000,3508306,KAIQUE
417,"TTW9700   ",2026-01-18 00:00:00.000,3150604,JOÃO
418,"GXG3436   ",2026-12-05 00:00:00.000,2611606,VITÓRIA
419,"TFN1751   ",2025-02-07 00:00:00.000,3538808,SAMUEL
420,"IDY0202   ",2024-03-14 00:00:00.000,3521606,ELOAH
421,"AUY0045   ",2026-03-06 00:00:00.000,2303709,EMANUELLY
422,"DMH3770   ",2025-12-03 00:00:00.000,3505609,OLIVIA
423,"PIN0705   ",2025-12-20 00:00:00.000,1705508,ANA
424,"TRX9881   ",2024-07-12 00:00:00.000,2707800,HELOÍSA
425,"RSN9095   ",2025-11-01 00:00:00.000,3151909,YURI
426,"TPZ7393   ",2023-09-08 00:00:00.000,3526902,MARIA
427,"QTH2258   ",2023-10-12 00:00:00.000,3532504,THALES
428,"CXV7913   ",2025-11-26 00:00:00.000,3159308,NATHAN
429,"TBK0047   ",2025-08-13 00:00:00.000,5105150,SOPHIE
430,"BUT7292   ",2025-05-03 00:00:00.000,4316477,GABRIELLY
431,"SHJ4201   ",2025-02-26 00:00:00.000,2205508,JOAQUIM
432,"TOE8103   ",2024-08-16 00:00:00.000,3144656,MARIANE
433,"SUD7716   ",2023-10-17 00:00:00.000,4315131,GIOVANNA
434,"DBJ0264   ",2023-04-07 00:00:00.000,5203104,VITOR
435,"SYD7338   ",2025-02-03 00:00:00.000,4215901,LARA
436,"TEA3168   ",2024-04-23 00:00:00.000,5205208,MARIA
437,"LZM2352   ",2026-09-16 00:00:00.000,3139102,THALES
438,"XCJ3958   ",2026-08-16 00:00:00.000,4101606,RYAN
439,"RFC3907   ",2024-03-10 00:00:00.000,3543600,RAFAEL
440,"VAH9258   ",2025-09-16 00:00:00.000,3118700,BRUNO
441,"DCU4891   ",2026-01-08 00:00:00.000,5221452,LAURA
442,"XHG1781   ",2025-12-13 00:00:00.000,4127882,MANUELA
443,"IUO7548   ",2025-01-19 00:00:00.000,2605400,EDUARDO
444,"DAB5949   ",2025-10-26 00:00:00.000,2107407,DAVI
445,"JFK3788   ",2025-08-20 00:00:00.000,4211702,ALANA
446,"YTY5934   ",2026-02-24 00:00:00.000,5108907,VITOR
447,"BGS2430   ",2026-02-06 00:00:00.000,2502151,KEVIN
448,"FVN8661   ",2024-05-16 00:00:00.000,3140605,ISADORA
449,"MJF4157   ",2026-01-24 00:00:00.000,3148400,SARAH
450,"FHP5529   ",2025-01-21 00:00:00.000,2307502,MARCELO
451,"FJE1828   ",2025-04-01 00:00:00.000,3143203,JOÃO
452,"LGH2282   ",2026-01-22 00:00:00.000,4314803,DAVI
453,"WAV9614   ",2024-07-04 00:00:00.000,1721109,CAROLINE
454,"CIG0448   ",2024-10-27 00:00:00.000,2911204,LUCCA
455,"AYK5004   ",2026-11-11 00:00:00.000,4103602,GUILHERME
456,"DME0020   ",2025-08-09 00:00:00.000,1506807,BRENDA
457,"YMW8523   ",2023-04-14 00:00:00.000,4203303,PEDRO
458,"XKQ4191   ",2026-03-24 00:00:00.000,2916807,NATHAN
459,"SQG7314   ",2023-11-03 00:00:00.000,4122172,JOÃO
460,"NCZ0613   ",2025-09-11 00:00:00.000,3201308,PIETRO
461,"QNM8722   ",2023-06-21 00:00:00.000,2503407,AMANDA
462,"DND4680   ",2024-07-22 00:00:00.000,3140506,LEANDRO
463,"TNE3068   ",2023-07-18 00:00:00.000,3163805,ALEXIA
464,"YAC1014   ",2024-01-23 00:00:00.000,1302207,AUGUSTO
465,"KKV8897   ",2023-12-22 00:00:00.000,3107208,CLARICE
466,"DNJ7888   ",2026-10-28 00:00:00.000,2903235,ANA
467,"LLW3599   ",2023-05-10 00:00:00.000,4126355,EVELYN
468,"YVB4115   ",2026-09-10 00:00:00.000,2310605,EMANUELLY
469,"SBZ4045   ",2025-04-01 00:00:00.000,2103307,PIETRA
470,"OEU7748   ",2023-06-13 00:00:00.000,2605459,JULIA
471,"WDE3917   ",2024-10-28 00:00:00.000,1718402,ENRICO
472,"YXE7173   ",2024-06-04 00:00:00.000,2904605,ANA
473,"POJ0763   ",2024-04-22 00:00:00.000,4211801,ENRICO
474,"NKY0348   ",2023-06-02 00:00:00.000,2509800,THIAGO
475,"NXD7948   ",2023-10-28 00:00:00.000,4301750,MARIA
476,"WJP0906   ",2026-05-14 00:00:00.000,2907905,MARIANE
477,"SLK6182   ",2025-07-06 00:00:00.000,5209200,RODRIGO
478,"DYI7244   ",2025-04-23 00:00:00.000,4323770,NATHAN
479,"VRI1715   ",2023-09-29 00:00:00.000,2403905,ALEXIA
480,"SRM9560   ",2024-08-11 00:00:00.000,4113809,FELIPE
481,"ZMY8308   ",2026-01-20 00:00:00.000,2308807,ERICK
482,"DLD1533   ",2025-06-13 00:00:00.000,2211357,LUIZ
483,"ITW4455   ",2026-07-13 00:00:00.000,4321907,ANA
484,"OSD7033   ",2024-02-12 00:00:00.000,3149101,LETÍCIA
485,"CXZ5116   ",2025-02-19 00:00:00.000,4121000,VINICIUS
486,"NLL6608   ",2024-08-16 00:00:00.000,2930907,JOÃO
487,"UVA4496   ",2025-10-05 00:00:00.000,3136108,GABRIELLY
488,"FIV0373   ",2026-08-10 00:00:00.000,5211206,RODRIGO
489,"HGZ8623   ",2025-10-05 00:00:00.000,4300877,OTÁVIO
490,"WCF4253   ",2025-07-19 00:00:00.000,2404804,FELIPE
491,"ULA3681   ",2024-11-06 00:00:00.000,3135209,CLARA
492,"HND2095   ",2024-07-08 00:00:00.000,5003207,VINICIUS
493,"EFB7638   ",2024-04-02 00:00:00.000,4125209,ALANA
494,"QVT5963   ",2025-05-12 00:00:00.000,3114550,MARIA
495,"LPT4087   ",2025-01-08 00:00:00.000,2702306,ALANA
496,"SXN6047   ",2026-04-10 00:00:00.000,2102150,DAVI
497,"PDI3035   ",2026-01-09 00:00:00.000,3130051,JOÃO
498,"JDI4101   ",2024-09-12 00:00:00.000,2607505,MARIA
499,"NJF1350   ",2024-06-23 00:00:00.000,2201606,PIETRA
500,"SZZ6344   ",2026-05-09 00:00:00.000,3145109,MATHEUS
501,"DRY3930   ",2024-08-06 00:00:00.000,4124020,STEPHANY
502,"BCU8493   ",2026-06-29 00:00:00.000,2200400,MARIA
503,"UPE5033   ",2024-08-08 00:00:00.000,4106571,ANA
504,"IXH5620   ",2026-02-26 00:00:00.000,2303956,ANA
505,"NTW8000   ",2023-05-11 00:00:00.000,3101904,GABRIELLY
506,"NAY4206   ",2023-05-18 00:00:00.000,2106359,LUCAS
507,"XMV9611   ",2023-04-30 00:00:00.000,4217006,NOAH
508,"LSB3146   ",2026-10-02 00:00:00.000,2111029,FERNANDA
509,"ECU2609   ",2025-06-02 00:00:00.000,3166303,SOPHIA
510,"PGL6734   ",2025-08-16 00:00:00.000,5105622,BENJAMIN
511,"TPZ0842   ",2024-11-17 00:00:00.000,4313300,ESTHER
512,"DJE4519   ",2025-11-06 00:00:00.000,3161650,HELOÍSA
513,"EAI6293   ",2023-07-17 00:00:00.000,4320909,BEATRIZ
514,"SEZ2283   ",2024-04-24 00:00:00.000,2616209,MARIA
515,"FWO7032   ",2023-05-11 00:00:00.000,3107000,EDUARDO
516,"GDE6970   ",2023-05-18 00:00:00.000,3113305,JULIA
517,"LZO9906   ",2026-02-13 00:00:00.000,4215752,STEPHANY
518,"ODD6748   ",2026-08-28 00:00:00.000,3128402,CATARINA
519,"WYQ8667   ",2026-12-27 00:00:00.000,4310603,VITÓRIA
520,"ZFV9935   ",2026-07-04 00:00:00.000,5100102,MARINA
521,"YUT2653   ",2025-11-17 00:00:00.000,5209457,MARINA
522,"AKT0296   ",2026-05-18 00:00:00.000,2307601,CAMILA
523,"SMM1609   ",2026-08-16 00:00:00.000,4101150,BRYAN
524,"WBX0580   ",2025-11-19 00:00:00.000,4210506,LARA
525,"EGX4859   ",2025-03-22 00:00:00.000,3527108,DIOGO
526,"SRB1003   ",2025-02-15 00:00:00.000,3540309,KEVIN
527,"TBI4361   ",2024-12-26 00:00:00.000,1506609,NOAH
528,"PDB2991   ",2023-07-19 00:00:00.000,4320230,ERICK
529,"VAH0953   ",2025-04-24 00:00:00.000,3112208,BENÍCIO
530,"TPN3051   ",2025-06-23 00:00:00.000,3205200,ANA
531,"IWD0035   ",2024-04-29 00:00:00.000,4120200,MARIA
532,"IOC5068   ",2023-08-14 00:00:00.000,4125308,MARIA
533,"NYI4134   ",2026-12-29 00:00:00.000,4209904,EMANUELLA
534,"RAM6188   ",2025-08-29 00:00:00.000,5204904,LUIZ
535,"DQI9603   ",2024-09-20 00:00:00.000,1507961,SOPHIE
536,"YJR6824   ",2026-11-15 00:00:00.000,4121000,MARCELO
537,"OJJ4286   ",2025-08-05 00:00:00.000,2910800,ANA
538,"YEV5789   ",2025-04-02 00:00:00.000,2105351,CATARINA
539,"BWH6420   ",2026-01-04 00:00:00.000,2202737,JOÃO
540,"GWG3456   ",2026-06-01 00:00:00.000,2609402,CALEBE
541,"XEZ3888   ",2025-09-29 00:00:00.000,4318465,ENZO
542,"QTV6963   ",2025-04-02 00:00:00.000,3157252,PIETRA
543,"WFT6698   ",2026-01-31 00:00:00.000,3144102,DAVI
544,"STI0536   ",2023-09-13 00:00:00.000,4202008,DIEGO
545,"JWW7031   ",2024-02-06 00:00:00.000,3525003,ENZO
546,"FQF4051   ",2023-10-17 00:00:00.000,1504703,GIOVANNA
547,"QUC6457   ",2023-06-05 00:00:00.000,3135357,ANA
548,"AZY6203   ",2026-03-19 00:00:00.000,3155504,FRANCISCO
549,"TVZ2611   ",2026-10-19 00:00:00.000,3169703,EMANUELLA
550,"LZJ6254   ",2025-12-20 00:00:00.000,3509502,ALICE
551,"EPU9480   ",2025-12-21 00:00:00.000,2921005,JOÃO
552,"LJZ2342   ",2024-05-30 00:00:00.000,2918100,MARIA
553,"HPH0170   ",2026-09-05 00:00:00.000,2200459,BERNARDO
554,"DRF9869   ",2026-01-31 00:00:00.000,2806701,MARIA
555,"UGA6739   ",2024-03-18 00:00:00.000,4117271,DANILO
556,"BBJ8668   ",2023-12-20 00:00:00.000,4122107,EDUARDO
557,"GIL6439   ",2026-05-05 00:00:00.000,2922706,ALÍCIA
558,"YKG8873   ",2025-10-28 00:00:00.000,5107750,EMANUEL
559,"DNH9121   ",2024-06-21 00:00:00.000,2311504,LUANA
560,"DEG5921   ",2025-03-01 00:00:00.000,4211256,SOFIA
561,"MDV3520   ",2026-05-07 00:00:00.000,3161650,EDUARDO
562,"RMQ5386   ",2026-10-24 00:00:00.000,5103106,LUIZ
563,"QTG5852   ",2023-07-25 00:00:00.000,3111705,ARTHUR
564,"DXS4344   ",2023-12-24 00:00:00.000,4115457,RENAN
565,"MIJ5297   ",2024-03-16 00:00:00.000,4203303,MARINA
566,"OVE6031   ",2025-08-15 00:00:00.000,1710508,ANA
567,"PWO3506   ",2023-05-31 00:00:00.000,2506103,NICOLE
568,"SUF4082   ",2026-07-17 00:00:00.000,3509106,LUIZ
569,"CBS6458   ",2026-07-31 00:00:00.000,3141702,BÁRBARA
570,"XUV5065   ",2023-12-01 00:00:00.000,4116059,JÚLIA
571,"WUE9703   ",2024-10-10 00:00:00.000,5200803,MARIANE
572,"OWZ0435   ",2024-03-23 00:00:00.000,2502201,MARCELO
573,"FFH6609   ",2023-03-14 00:00:00.000,2929503,VALENTINA
574,"ETP2699   ",2025-06-14 00:00:00.000,3202553,RAUL
575,"QDI1249   ",2025-08-03 00:00:00.000,2914406,BERNARDO
576,"DLY9169   ",2026-07-22 00:00:00.000,5100805,ANA
577,"SZP8232   ",2026-07-21 00:00:00.000,2413201,BÁRBARA
578,"ELN6044   ",2023-06-05 00:00:00.000,1708304,MARIA
579,"MWV3370   ",2026-01-22 00:00:00.000,2925253,CARLOS
580,"LBQ1467   ",2025-02-17 00:00:00.000,3112505,ANDRÉ
581,"GWA5090   ",2026-11-30 00:00:00.000,3521002,NATÁLIA
582,"CIA9526   ",2025-04-17 00:00:00.000,2904803,ALÍCIA
583,"ITM7016   ",2024-01-19 00:00:00.000,4320800,JULIA
584,"QLN8334   ",2026-12-09 00:00:00.000,3520707,DANIEL
585,"SIR2923   ",2026-08-30 00:00:00.000,3152303,EDUARDA
586,"XIL9752   ",2024-12-26 00:00:00.000,3502804,DANIEL
587,"MQT2613   ",2023-08-28 00:00:00.000,2201556,LUIZ
588,"OHN4033   ",2024-03-22 00:00:00.000,2500304,ELISA
589,"CEB2053   ",2024-12-19 00:00:00.000,4107124,JOÃO
590,"PSK3042   ",2025-03-24 00:00:00.000,2104206,HELOÍSA
591,"DOH6516   ",2026-07-31 00:00:00.000,3306107,LORENZO
592,"XKT6896   ",2026-04-16 00:00:00.000,3116506,MARIA
593,"LYK6682   ",2025-07-03 00:00:00.000,4305959,HENRIQUE
594,"SJH2154   ",2024-06-10 00:00:00.000,4308102,MANUELA
595,"PQU2683   ",2023-05-04 00:00:00.000,3157500,MAYSA
596,"ZVW0279   ",2023-10-23 00:00:00.000,3201308,YURI
597,"BHJ2774   ",2024-07-23 00:00:00.000,4204707,OLIVIA
598,"EWZ6272   ",2026-01-12 00:00:00.000,2928604,THALES
599,"GVR5991   ",2024-03-08 00:00:00.000,2106375,DANIEL
600,"TAU4452   ",2025-09-16 00:00:00.000,2204600,BÁRBARA
601,"CAP8103   ",2026-03-19 00:00:00.000,3501152,PIETRA
602,"IUH6805   ",2026-08-31 00:00:00.000,4107520,MARIANE
603,"WPA6575   ",2025-07-22 00:00:00.000,4321626,LETÍCIA
604,"VAR1523   ",2024-09-16 00:00:00.000,3503158,JOÃO
605,"MDN9986   ",2025-05-07 00:00:00.000,1715259,ISADORA
606,"CBD2279   ",2023-07-02 00:00:00.000,2913606,ANA
607,"GVF2970   ",2026-05-11 00:00:00.000,4318804,NINA
608,"GEF7527   ",2023-12-30 00:00:00.000,1100304,MARIA
609,"RLQ3663   ",2025-03-06 00:00:00.000,1506195,DANIELA
610,"AFV5722   ",2024-05-25 00:00:00.000,5218003,BRUNO
611,"YSN2121   ",2023-03-20 00:00:00.000,3137304,DAVI
612,"LTB1635   ",2026-08-25 00:00:00.000,2301901,ALICE
613,"NWT6649   ",2025-11-24 00:00:00.000,4111902,HENRIQUE
614,"OZZ6315   ",2025-12-12 00:00:00.000,2700706,VALENTINA
615,"BSV0583   ",2025-12-14 00:00:00.000,3550506,MAITÊ
616,"BSH6534   ",2024-04-17 00:00:00.000,2302107,BEATRIZ
617,"NHM8232   ",2024-02-28 00:00:00.000,3167905,ISIS
618,"JXO9109   ",2026-11-20 00:00:00.000,4207759,CAROLINE
619,"ULC0777   ",2025-04-03 00:00:00.000,2607703,BRUNA
620,"IKJ4994   ",2024-11-23 00:00:00.000,3147808,LUANA
621,"HFR3831   ",2023-10-15 00:00:00.000,3305604,LARA
622,"EYX5658   ",2023-04-01 00:00:00.000,2612703,ISIS
623,"EXA0469   ",2024-10-07 00:00:00.000,3149952,GABRIEL
624,"QLF7580   ",2025-08-04 00:00:00.000,4301651,MARIA
625,"RWQ0693   ",2024-02-01 00:00:00.000,1503044,MARIA
626,"RUA7838   ",2026-05-04 00:00:00.000,1300631,HELENA
627,"UMG0690   ",2025-07-11 00:00:00.000,4118857,EMANUELLA
628,"LQP8121   ",2023-08-10 00:00:00.000,4305900,MAYSA
629,"UON1256   ",2026-12-12 00:00:00.000,3163201,JULIA
630,"MIC5882   ",2025-06-08 00:00:00.000,2911204,BENJAMIN
631,"MPE4752   ",2025-02-17 00:00:00.000,4112959,IGOR
632,"IZI6806   ",2026-01-22 00:00:00.000,4322509,ALANA
633,"RMB6196   ",2023-04-13 00:00:00.000,4321006,ANA
634,"WHT7887   ",2024-09-08 00:00:00.000,3110509,BENÍCIO
635,"HBS9494   ",2025-11-27 00:00:00.000,3544301,LUCCA
636,"SER8859   ",2023-07-02 00:00:00.000,3118106,MARIA
637,"LPU2740   ",2025-12-06 00:00:00.000,5221577,GUILHERME
638,"LMT6360   ",2024-11-13 00:00:00.000,2200806,RODRIGO
639,"FKH5102   ",2025-08-11 00:00:00.000,2914406,LARA
640,"LBA2555   ",2026-02-14 00:00:00.000,2312106,JUAN
641,"ODC1905   ",2023-09-01 00:00:00.000,3203353,OTÁVIO
642,"LCH1679   ",2023-08-12 00:00:00.000,2209658,PAULO
643,"ZDM2646   ",2025-11-01 00:00:00.000,2306256,LUCAS
644,"OSB1564   ",2024-04-06 00:00:00.000,5201405,LUCAS
645,"HPM8050   ",2023-11-09 00:00:00.000,2700706,HELENA
646,"HHG2668   ",2026-01-29 00:00:00.000,2202026,MARIANE
647,"CGM4471   ",2023-09-03 00:00:00.000,4201406,LUANA
648,"FMU0487   ",2024-06-24 00:00:00.000,2202703,MARCELO
649,"VLP1047   ",2023-09-14 00:00:00.000,4107850,ISABELLY
650,"EXC9524   ",2024-07-07 00:00:00.000,3128402,DANIEL
651,"PTD3938   ",2025-07-31 00:00:00.000,2921450,ISABELLY
652,"MTW3140   ",2025-03-30 00:00:00.000,2302503,JOÃO
653,"CHK4251   ",2026-12-22 00:00:00.000,3301207,EMANUEL
654,"IDF5717   ",2025-06-29 00:00:00.000,2933158,CAROLINA
655,"DWU7989   ",2023-04-26 00:00:00.000,3135704,STEPHANY
656,"RUN7984   ",2026-09-24 00:00:00.000,1703867,ISABELLA
657,"WJW8388   ",2023-03-24 00:00:00.000,3100302,MARIA
658,"FVI1833   ",2023-10-08 00:00:00.000,2412005,FRANCISCO
659,"KCS0315   ",2026-06-26 00:00:00.000,3162807,ANA
660,"UUU3213   ",2026-01-03 00:00:00.000,2614709,MARIA
661,"FJM3795   ",2023-10-02 00:00:00.000,2103000,ANA
662,"WWR2987   ",2023-12-27 00:00:00.000,3203056,EMANUELLY
663,"TAZ2075   ",2025-06-13 00:00:00.000,2921005,ISIS
664,"UYJ2316   ",2025-11-30 00:00:00.000,5007950,PIETRA
665,"KUW8752   ",2025-08-09 00:00:00.000,3518859,ANA
666,"YIN9745   ",2026-04-12 00:00:00.000,5107404,RENAN
667,"DME7572   ",2026-07-20 00:00:00.000,3135357,ALEXANDRE
668,"KVS7569   ",2024-07-01 00:00:00.000,2507705,BRUNA
669,"BGV3443   ",2026-02-02 00:00:00.000,3130556,MATHEUS
670,"XKI4082   ",2026-09-15 00:00:00.000,5218607,MARIA
671,"KNL6251   ",2025-07-23 00:00:00.000,3541653,THOMAS
672,"BMP4825   ",2024-10-30 00:00:00.000,5215652,ELOAH
673,"ESV2196   ",2025-11-15 00:00:00.000,4306973,LUIGI
674,"GBZ9769   ",2026-03-02 00:00:00.000,4315552,STEPHANY
675,"VRP2150   ",2026-12-08 00:00:00.000,4320651,BIANCA
676,"LAS9357   ",2025-01-04 00:00:00.000,3140001,YASMIN
677,"BRV8017   ",2023-05-04 00:00:00.000,2203453,GIOVANNA
678,"BZK4975   ",2026-12-20 00:00:00.000,4316972,PEDRO
679,"QZV0823   ",2026-07-03 00:00:00.000,1303700,ALEXIA
680,"EXD6288   ",2024-07-15 00:00:00.000,3162575,JOÃO
681,"GZW7440   ",2026-09-22 00:00:00.000,3553906,ALICE
682,"NXQ2828   ",2026-03-15 00:00:00.000,5216452,ANDRÉ
683,"RKH6045   ",2023-10-03 00:00:00.000,3156304,ARTHUR
684,"ZBM0668   ",2026-08-08 00:00:00.000,2501708,ENRICO
685,"MNO1393   ",2025-01-04 00:00:00.000,3504909,ANTÔNIO
686,"LRA6870   ",2025-11-15 00:00:00.000,1600055,JOAQUIM
687,"YIB8900   ",2025-01-31 00:00:00.000,4311700,MARIA
688,"ELQ8521   ",2026-05-26 00:00:00.000,3152105,SOPHIA
689,"QYQ9210   ",2024-12-26 00:00:00.000,3172202,YAGO
690,"LEB2826   ",2024-05-14 00:00:00.000,2309904,AMANDA
691,"EOU9172   ",2023-11-17 00:00:00.000,5103403,NOAH
692,"ZUY7058   ",2024-03-06 00:00:00.000,2507002,LUIZA
693,"OUG4566   ",2025-07-28 00:00:00.000,2705705,VITOR
694,"ISN1278   ",2025-05-30 00:00:00.000,3138500,HENRIQUE
695,"GBG0170   ",2024-12-03 00:00:00.000,2922409,EDUARDO
696,"ZRT7298   ",2025-04-19 00:00:00.000,3504701,LARA
697,"FDT9515   ",2026-06-24 00:00:00.000,4207908,SOPHIE
698,"FKQ9273   ",2023-05-20 00:00:00.000,3500907,LUIZ
699,"OHT7906   ",2024-05-22 00:00:00.000,3553609,RYAN
700,"VMO1545   ",2023-07-03 00:00:00.000,5216304,RODRIGO
701,"BJR7874   ",2024-11-18 00:00:00.000,3546504,ENZO
702,"SPX3960   ",2024-10-29 00:00:00.000,2902906,KAIQUE
703,"ZKA7225   ",2025-10-17 00:00:00.000,1712801,CAMILA
704,"YKW4982   ",2023-11-19 00:00:00.000,2211506,ISIS
705,"LNW5036   ",2025-12-29 00:00:00.000,2504009,MELISSA
706,"RQW7110   ",2024-09-23 00:00:00.000,2407104,DANILO
707,"MRI1999   ",2023-12-29 00:00:00.000,2302503,BÁRBARA
708,"ULZ9793   ",2025-04-12 00:00:00.000,4115358,LUIZ
709,"YBL2725   ",2025-11-19 00:00:00.000,2414159,MARCELA
710,"LGK5877   ",2024-01-13 00:00:00.000,2517001,LUIGI
711,"QDF7046   ",2026-06-21 00:00:00.000,3127206,JOÃO
712,"IPY1639   ",2026-09-13 00:00:00.000,4218301,DAVI
713,"WHC4195   ",2025-10-03 00:00:00.000,3115706,EVELYN
714,"QVZ4892   ",2026-06-01 00:00:00.000,5101704,MARIA
715,"MVQ8606   ",2024-11-14 00:00:00.000,3529005,NOAH
716,"MLE0746   ",2026-08-27 00:00:00.000,4321329,JULIA
717,"ISR1948   ",2024-04-06 00:00:00.000,1720309,MARIA
718,"TUB5416   ",2025-11-21 00:00:00.000,5209903,MARIA
719,"AGT5557   ",2025-01-29 00:00:00.000,4215109,EVELYN
720,"SDY4514   ",2023-03-26 00:00:00.000,2913200,DANILO
721,"KWO9084   ",2026-12-07 00:00:00.000,3134202,MARIA
722,"NZA3925   ",2024-09-28 00:00:00.000,5222302,GUSTAVO
723,"AJZ0167   ",2024-04-16 00:00:00.000,4319406,ANTHONY
724,"CCK0682   ",2026-02-15 00:00:00.000,5108907,EMILLY
725,"LOM3105   ",2025-04-22 00:00:00.000,3129202,SARAH
726,"DPN5059   ",2024-09-24 00:00:00.000,2506103,LEILA
727,"GNM3596   ",2025-08-11 00:00:00.000,4125902,JOANA
728,"ACF0787   ",2023-09-04 00:00:00.000,5106232,ALEXANDRE
729,"PZW2158   ",2025-05-03 00:00:00.000,5202601,PIETRO
730,"YVH3499   ",2023-04-03 00:00:00.000,2410108,MARIANA
731,"YJR4653   ",2026-09-15 00:00:00.000,4305371,DAVI
732,"DIM1085   ",2025-10-19 00:00:00.000,1503200,CATARINA
733,"EMF9665   ",2023-06-26 00:00:00.000,4202131,FRANCISCO
734,"UFZ5287   ",2025-05-08 00:00:00.000,2112506,MIRELLA
735,"RIY3886   ",2026-06-24 00:00:00.000,4215695,ALICE
736,"UKU9309   ",2025-12-31 00:00:00.000,1503754,KEVIN
737,"ZBU2614   ",2023-04-19 00:00:00.000,2512408,AMANDA
738,"ATY3539   ",2023-06-16 00:00:00.000,3526001,STELLA
739,"GWX8587   ",2023-04-11 00:00:00.000,5212055,RAQUEL
740,"QMJ0423   ",2023-12-31 00:00:00.000,3302254,LAURA
741,"OXB2334   ",2026-01-28 00:00:00.000,4306205,GABRIEL
742,"CUF2108   ",2024-11-28 00:00:00.000,4103206,MARIA
743,"GES9158   ",2023-11-26 00:00:00.000,4120200,ANTHONY
744,"VFL0631   ",2023-04-21 00:00:00.000,4310462,ELOAH
745,"XVE2076   ",2024-02-26 00:00:00.000,4313425,RODRIGO
746,"YOB6320   ",2025-10-15 00:00:00.000,3511201,BERNARDO
747,"CSG2849   ",2026-02-01 00:00:00.000,2312502,MELISSA
748,"SCB2622   ",2024-09-17 00:00:00.000,3106903,ISABELLA
749,"CGN5777   ",2024-01-04 00:00:00.000,4316436,SABRINA
750,"DWC3046   ",2025-12-12 00:00:00.000,5217708,ANA
751,"ZIW6618   ",2024-08-15 00:00:00.000,5205497,JOÃO
752,"IKZ9161   ",2024-09-01 00:00:00.000,2704807,RAFAELA
753,"YGQ2608   ",2025-11-09 00:00:00.000,2806404,REBECA
754,"ZGX2817   ",2026-07-17 00:00:00.000,4216107,BENÍCIO
755,"SIL2828   ",2025-02-13 00:00:00.000,3534500,DAVI
756,"UVW8247   ",2026-04-04 00:00:00.000,3554201,KEVIN
757,"GNW3603   ",2023-06-12 00:00:00.000,3134400,BERNARDO
758,"IPP0329   ",2023-05-04 00:00:00.000,3116209,OLIVIA
759,"QER1302   ",2024-02-21 00:00:00.000,2707404,EDUARDO
760,"UXS1093   ",2026-11-30 00:00:00.000,2911253,ANA
761,"GCV7860   ",2024-12-06 00:00:00.000,2200053,CAUÃ
762,"GGC2295   ",2024-10-30 00:00:00.000,2210938,MARIA
763,"ZWU3176   ",2025-08-11 00:00:00.000,1506302,ANA
764,"QVU7175   ",2023-06-23 00:00:00.000,2609154,HEITOR
765,"PYX6034   ",2025-08-20 00:00:00.000,4208500,LUIZ
766,"JFY2545   ",2024-04-21 00:00:00.000,2406809,ESTHER
767,"OLJ7753   ",2024-12-08 00:00:00.000,2209955,LUIZ
768,"JDI4117   ",2023-09-19 00:00:00.000,4113429,ANA
769,"VSM0965   ",2024-08-28 00:00:00.000,2107407,KAIQUE
770,"SUP6946   ",2023-09-24 00:00:00.000,3100302,ANDRÉ
771,"WSY8627   ",2023-07-10 00:00:00.000,5106216,MATHEUS
